Mod:Item:MetaData, Localized Name
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Smeltery Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Fletching Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Arrow Shaft Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Battery Cell Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Pipe Piece Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Fletching Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Battery Cell Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Pipe Piece Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Green Slime Channel
tconstruct:slime_channel:1, Blue Slime Channel
tconstruct:slime_channel:2, Purple Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Magma Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ariente:netcable:0, Negarite Cable
ariente:netcable:1, Posirite Cable
ariente:netcable:2, Combined Cable
ariente:netcable:3, tile.ariente.netcable_data.name
ariente:connector:0, Negarite Connector
ariente:connector:1, Posirite Connector
ariente:connector:2, Combined Connector
ariente:connector:3, tile.ariente.connector_data.name
ariente:facade, Facade
ariente:ingot_platinum, Platinum Ingot
ariente:ingot_lithium, Lithium Ingot
ariente:ingot_manganese, Manganese Ingot
ariente:ingot_silver, Silver Ingot
ariente:silicon, Silicon
ariente:dust_negarite, Negarite Dust
ariente:dust_posirite, Posirite Dust
ariente:energy_sabre, Energy Sabre
ariente:enhanced_energy_sabre, Enhanced Energy Sabre
ariente:key_card, Key Card
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:blueprint:0, Blueprint
ariente:flux_levitator, Flux Levitator
ariente:flux_ship, Flux Ship
ariente:flux_capacitor, Flux Capacitor
ariente:circuit, Circuit
ariente:advanced_circuit, Advanced Circuit
ariente:energy_holder, Energy Holder
ariente:ariente_pearl, Ariente Pearl
ariente:powersuit_feet, Power Boots
ariente:powersuit_chest, Power Chestplate
ariente:powersuit_head, Power Helmet
ariente:powersuit_legs, Power Leggings
ariente:module_armor, Armor Upgrade Module
ariente:module_energy, Energy Upgrade Module
ariente:module_featherfalling, Featherfalling Upgrade Module
ariente:module_flight, Flight Upgrade Module
ariente:module_hover, Hover Upgrade Module
ariente:module_forcefield, Forcefield Upgrade Module
ariente:module_invisibility, Invisiblity Upgrade Module
ariente:module_nightvision, Nightvision Upgrade Module
ariente:module_regeneration, Regeneration Upgrade Module
ariente:module_scramble, Scramble Upgrade Module
ariente:module_autofeed, Autofeed Power Upgrade Module
ariente:module_speed, Speed Upgrade Module
ariente:module_stepassist, Step Assist Upgrade Module
ariente:module_inhibit, Inhibit Sabre Module
ariente:module_power, Power Sabre Module
ariente:module_looting, Looting Sabre Module
ariente:module_fire, Fire Sabre Module
ariente:blacktech:0, Tech Block Dots
ariente:blacktech:1, Tech Block Lines
ariente:blacktech:2, Tech Block Variation 1
ariente:blacktech:3, Tech Block Red Variation 1
ariente:blacktech:4, Tech Block Glowing Lines
ariente:blacktech:5, Tech Block Red Glowing Lines
ariente:blacktech:6, Tech Block Panel
ariente:blacktech:7, Tech Block Red Lines
ariente:blacktech:8, Tech Block Blue in Blue
ariente:blacktech:9, Tech Block Red in Blue
ariente:blacktech:10, Tech Block Dots Variation
ariente:blacktech:11, Tech Block Variation 2
ariente:blacktech:12, Tech Block Variation 3
ariente:marbletech:0, Marble Pattern 1
ariente:marbletech:1, Marble Pattern 2
ariente:marbletech:2, Marble Pattern 3
ariente:pattern:0, Dots Pattern
ariente:pattern:1, Lines Pattern
ariente:marble:0, Gray Marble
ariente:marble:1, White Marble
ariente:marble:2, Blue Marble
ariente:marble:3, Black Marble
ariente:marble:4, Lime Marble
ariente:marble:5, Red Marble
ariente:marble:6, Dark Blue Marble
ariente:marble_smooth:0, Gray Smooth Marble
ariente:marble_smooth:1, White Smooth Marble
ariente:marble_smooth:2, Blue Smooth Marble
ariente:marble_smooth:3, Black Smooth Marble
ariente:marble_smooth:4, Lime Smooth Marble
ariente:marble_smooth:5, Red Smooth Marble
ariente:marble_smooth:6, Dark Blue Smooth Marble
ariente:marble_pilar:0, Gray Marble Pilar
ariente:marble_pilar:1, White Marble Pilar
ariente:marble_pilar:2, Blue Marble Pilar
ariente:marble_pilar:3, Black Marble Pilar
ariente:marble_pilar:4, Lime Marble Pilar
ariente:marble_pilar:5, Red Marble Pilar
ariente:marble_pilar:6, Dark Blue Marble Pilar
ariente:marble_bricks:0, Gray Marble Bricks
ariente:marble_bricks:1, White Marble Bricks
ariente:marble_bricks:2, Blue Marble Bricks
ariente:marble_bricks:3, Black Marble Bricks
ariente:marble_bricks:4, Lime Marble Bricks
ariente:marble_bricks:5, Red Marble Bricks
ariente:marble_bricks:6, Dark Blue Marble Bricks
ariente:marble_slab:0, Gray Marble Slab
ariente:marble_slab:1, White Marble Slab
ariente:marble_slab:2, Blue Marble Slab
ariente:marble_slab:3, Black Marble Slab
